PriorityRank,Verdict,Confidence,SupplierTitle,AmazonTitle,Supplier EAN,Amazon EAN,ASIN,SupplierPrice,SellingPrice,NetProfit,ROI,Sales,Pack Verdict,Adjusted Profit,Key Match Evidence,Filter Reason,SourceSection
313,HIGHLY LIKELY - AUDITED OUT,70,MAGNETIC BULLDOG CLIPS 3PC,"10 Pcs Magnetic Clips, Anti-Scratch Fridge Magnets Strong Magnets for Whiteboard, Silver Magnetic Bulldog Clips for Kitchen Office School Home",5056170363822,-,B0C1MZ46PF,GBP 1.21,GBP 6.59,GBP 0.70,44.9%,200,Pack mismatch 1->3.33 (need 4 units),GBP -2.12,-,"Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",HIGHLY LIKELY - AUDITED OUT / EXCLUDED (count=57)
314,NEEDS VERIFICATION,85,ZERO IN COMPACT DEHUMIDIFIER 250ML 3PACK,"Pack of 8 Cabinet Hinges Kitchen Cupboard Hinge, Bedroom Wardrobe Door Hinges for Bathroom Bedroom Dining Room Full Overlay Mute Hydraulic Soft Close (48Pcs Screws)",5036200342669,-,B0C7PYY74V,GBP 2.42,GBP 12.99,GBP 4.22,164.3%,200,Pack mismatch 1->2.67 (need 3 units),GBP 0.18,-,Verify product identity/variant/pack on Amazon listing,NEEDS VERIFICATION (count=429)
315,NEEDS VERIFICATION,70,PPS PLASTIC 100 PLATES 23CM,100 WHITE PLASTIC PLATES - 9 inch/23cm quality durable plates ideal for hot and cold food,5040481981202,-,B00NGQUUV4,GBP 4.02,GBP 11.49,GBP 1.83,46.9%,100,1:1 Match,GBP 1.83,Anchor=23cm,Confirm brand/pack/variant (1–2 details),NEEDS VERIFICATION (count=429)
316,NEEDS VERIFICATION,70,SIL OMBRE SALAD SERVERS 2PC,"2PCS Salad Spoon and Fork Set, Salad Wood Serving for Mixing Fruit Pasta Dish, Cutlery Wooden Servers for Large Salad Bowl",5024418522744,-,B0D76F8WWJ,GBP 1.77,GBP 7.49,GBP 0.87,42.9%,300,1:1 (1x2 vs 1x2),GBP 0.87,-,Verify product identity/variant on Amazon listing,NEEDS VERIFICATION (count=429)
317,NEEDS VERIFICATION,70,FURBY MINI PLUSH DIARY SET,"Furby Mini Plush Diary Set & Pen Topper - Cute Secret Writing Set for Kids Ages 3+ / Fluffy Notebook, Gel Pens & Stickers / Ideal Stocking Filler, Birthday Gift",5015934889510,-,B0G2ML9K55,GBP 2.89,GBP 9.99,GBP 1.71,57.6%,100,1:1 Match,GBP 1.71,-,Verify product identity/variant on Amazon listing,NEEDS VERIFICATION (count=429)
318,HIGHLY LIKELY - AUDITED OUT,85,GIFT BOX MEDIUM GOLD FOIL,"3 Pack Xmas Gift Boxes with Lids-Luxury Small, Medium & Large Red Gift Boxes with Gold Foil & Red Satin Bow, Premium Rigid Cardboard Present Box for Christmas Holiday Birthday Wedding New Year Gifts",5056022197032,-,B0FL2L4F9B,GBP 3.22,GBP 13.59,GBP 3.99,123.4%,100,Pack mismatch 1->3.00 (need 3 units),GBP -2.45,-,-,HIGHLY LIKELY - AUDITED OUT / EXCLUDED (count=57)
319,NEEDS VERIFICATION,70,NURSE DOLL 11 INCH,"Barbie Nurse Blonde Doll (12-in/30.40-cm) with Scrubs Featuring a Medical Tool Print Top & Pink Pants, White Shoes & StethoscopeAccessory, Great Gift for Ages 3 Years Old & Up, GTW39",-,887961921427,B08H5X7FX9,GBP 3.83,GBP 11.99,GBP 1.80,48.2%,100,1:1 Match,GBP 1.80,-,Verify product identity/variant on Amazon listing,NEEDS VERIFICATION (count=429)
320,NEEDS VERIFICATION,70,ADORN VACUUM FLASK 500ML CHECK,"Double Walled Vacuum Flask Thermo, 500ml Stainless Steel Insulated Water Bottle, Flask for Hot and Cold Drinks, Travel Coffee Mug, Sports Water Bottle, Drinks Cup (Black)",6923456816183,-,B07RGT7D99,GBP 4.59,GBP 10.99,GBP 1.00,22.8%,300,1:1 Match,GBP 1.00,Anchor=500ml,Confirm brand/pack/variant (1–2 details),NEEDS VERIFICATION (count=429)
321,NEEDS VERIFICATION,70,PURE GOLD PERFUME WOMEN 100ML EACH,"COLOUR ME Gold Femme Perfume for Women. 100ml Eau de Parfum. Luxury Fragrance - Ladies Perfume, Long Lasting Womens Perfumes by Milton-Lloyd",5060309522349,025929129601,B00F99247E,GBP 4.02,GBP 10.50,GBP 0.17,4.4%,500,1:1 Match,GBP 0.17,Anchor=100ml; Shared tokens=4,EAN conflict - verify barcode/variant/pack,NEEDS VERIFICATION (count=429)
322,NEEDS VERIFICATION,70,PARTY INVITES BIRTHDAY PK20,"Party Invitations Pack of 36. Blue Starburst Themed Invitation with Matching envelopes. 120 x 172mm. Party Invites, Birthday Party Invitations. Suitable for All Ages.",5033601021544,5060857752823,B0BYP6YS4W,GBP 0.88,GBP 6.99,GBP 1.62,127.0%,100,Pack mismatch 1->1.80 (need 2 units),GBP 0.92,-,EAN mismatch (verify which barcode/variant applies); Verify unit-count/pack on Amazon listing,NEEDS VERIFICATION (count=429)
323,NEEDS VERIFICATION,70,TRICIRCLE PADLOCK SOLID BRASS 40MM,"SEPOXÂ® Marine Grade Outdoor Padlocks with Key, 40mm Heavy-Duty Solid Brass Lock Weather Proof, SUS304 Stainless Steel Shackle, Rust Proof for Warehouse Container Garage Shed Gate Chain Fishing",6901750142047,-,B0C6SXQPQY,GBP 4.16,GBP 10.99,GBP 1.35,33.7%,200,1:1 Match,GBP 1.35,Anchor=40mm,Confirm brand/pack/variant (1–2 details),NEEDS VERIFICATION (count=429)
324,NEEDS VERIFICATION,70,WINDSOR S/4 PASTRY/CAKE FORKS,"12-Piece (14 cm) Stainless Steel Pastry Fork Set, Mirror Polishing Cake Dessert Fork Set",5019311957618,714973112140,B01N0ADCA9,GBP 2.95,GBP 8.99,GBP 1.26,41.9%,200,1:1 Match,GBP 1.26,-,EAN mismatch (verify which barcode/variant applies),NEEDS VERIFICATION (count=429)
325,NEEDS VERIFICATION,70,PPS 18CM PLASTIC WHITE SQ 12 PLATES,100 WHITE PLASTIC PLATES - 7 inch/18cm quality durable plates ideal for hot and cold food,5030481982125,5030481981234,B00NTZKZ3K,GBP 0.74,GBP 7.99,GBP 1.16,99.0%,100,1:1 Match,GBP 1.16,Anchor=18cm; Shared tokens=4,EAN conflict - verify barcode/variant/pack,NEEDS VERIFICATION (count=429)
326,NEEDS VERIFICATION,70,SECURPLUMB FIBER TAP CONNECTOR 15MM,John Guest Speedfit PEMSTC1514 15 mm x 1/2 inch BSP Straight Tap Connector,5019923199321,-,B0025VKQPQ,GBP 1.06,GBP 7.40,GBP 1.40,98.0%,50,1:1 Match,GBP 1.40,-,Verify product identity/variant on Amazon listing,NEEDS VERIFICATION (count=429)
327,NEEDS VERIFICATION,70,ANIMALS FARM 6PCE,"12pcs Farm Animals,Mini Animal Toys Plastic Realistic,Farm Toys Set Educational Playset for Tollders Kids for 2 3 4 5 6 7 Year Olds",5033849067045,-,B0F87SVY7K,GBP 1.55,GBP 7.99,GBP 1.41,76.6%,400,Pack mismatch 1->2.00 (need 2 units),GBP -0.14,-,"Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
328,NEEDS VERIFICATION,70,KIDS CREATE A4 PASTEL PAPER 40 SHEETS,"A4 Recycled Sugar Paper Pastel Colours 50 Sheets in 10 Assorted Colours, Great for Kids Arts & Crafts, Drawing, Painting & Scrap Booking. 30 x 21cm Sheet Size",5012128540929,5060502261489,B06XSHH9HK,GBP 1.11,GBP 6.29,GBP 0.96,65.0%,200,1:1 (1x1 vs 30x21),GBP 0.96,-,EAN mismatch (verify which barcode/variant applies),NEEDS VERIFICATION (count=429)
329,NEEDS VERIFICATION,70,STATUS TV AERIAL LEAD 5M CABLE IN CDU,Status 15 Metre TV Aerial Cable Extension Kit / White / Extension Lead / S15MTVAEKX12,5022822163881,5022822202900,B08N713Y2V,GBP 1.61,GBP 7.95,GBP 1.05,55.8%,200,1:1 Match,GBP 1.05,-,EAN mismatch (verify which barcode/variant applies),NEEDS VERIFICATION (count=429)
330,NEEDS VERIFICATION,70,BOWL STILO 13CM 600ML SURT VRM,"Wrova Reusable Plastic Bowl Sets 8 PCS Unbreakable Cereal Bowl 26 OZ Microwave and Dishwasher Safe Bowl Sets for Camping and Picnic Lightweight Kitchen Bowls for Serving Soup, Oatmeal and Fruit-Multi",8414926516057,-,B0F4XNL9DG,GBP 1.12,GBP 12.99,GBP 5.31,358.9%,300,Pack mismatch 1->8.00 (need 8 units),GBP -2.50,-,"Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
331,NEEDS VERIFICATION,70,FALSE EYELASHES 4 ASSTD DESIGNS.,"False Eyelashes 4 Pairs - Professional Reusable Face Eyelashes Fit for All Eyes, Natural Thick Hand-Made 3D Faux Mink Eyelashes for a Beautiful Makeup Look (G106)",5050565782236,742025066738,B07RP7YW58,GBP 1.01,GBP 4.99,GBP 0.91,65.3%,200,1:1 Match,GBP 0.91,-,EAN mismatch (verify which barcode/variant applies),NEEDS VERIFICATION (count=429)
332,HIGHLY LIKELY - AUDITED OUT,90,LAV TUMBLER 3PCS,Lav Sude Tumbler Glass Set. Pack of 6.,8692952202568,5056057687577,B07YQ7BSR4,GBP 3.26,GBP 9.73,GBP 0.24,7.3%,400,Pack mismatch: 3pcs vs 6pcs (RSU=2),GBP -3.02,Brand match (LAV); product-type match (tumbler),RSU=2 makes Adjusted Profit <= 0,HIGHLY LIKELY - AUDITED OUT / EXCLUDED (count=57)
333,NEEDS VERIFICATION,70,TIGER ZIP AND SEAL BAG A4,"Grip Seal Bags A4 Resealable Zip Lock Bags, Clear Plastic Bags Reusable Food Freezer Bags for Kitchen Food Storage, Office Stationery, Jewellery, Cards, Crafts",5016873021399,-,B0CMTGTBY4,GBP 0.85,GBP 6.99,GBP 1.28,102.0%,50,1:1 Match,GBP 1.28,-,Verify product identity/variant on Amazon listing,NEEDS VERIFICATION (count=429)
334,NEEDS VERIFICATION,70,NATURAL CORNHUSK PLACEMAT 18CM,4 Pcs Round Woven Placemats Rustic Wicker Table Mats Boho Braided Placemats Natural Rattan Placemat Farmhouse Weave Place Mats for Dining Table 18cm,6923456822818,-,B0DPW3Z31W,GBP 1.02,GBP 10.99,GBP 3.11,221.6%,50,Pack mismatch 1->4.00 (need 4 units),GBP 0.04,Anchor=18cm,Confirm brand/pack/variant (1–2 details),NEEDS VERIFICATION (count=429)
335,NEEDS VERIFICATION,70,BACKPACK DELUXE FROZEN,Disney Frozen Elsa Anna Girls School Backpack Nursery Rucksack Deluxe Bag With Front Pocket Mesh Side,5060569227619,-,B0DJ7F5CGK,GBP 6.05,GBP 13.99,GBP 1.91,34.2%,50,1:1 Match,GBP 1.91,-,Verify product identity/variant on Amazon listing,NEEDS VERIFICATION (count=429)
336,NEEDS VERIFICATION,85,ADORN DRINKING BOTTLE 800ML,"3 Pack Water Bottle BPA Free ,2L/800ML/300ML Sport Water Bottles with Straw & Brush,Motivational Time Markings, Leak-Proof, 2 Liters Gym Drinks Bottle for Adults Women, Running,Cycling-Black Blue",6923456800915,-,B0DWFFLN34,GBP 1.37,GBP 9.99,GBP 2.98,176.1%,100,Pack mismatch 1->3.00 (need 3 units),GBP 0.24,-,Verify product identity/variant/pack on Amazon listing,NEEDS VERIFICATION (count=429)
337,NEEDS VERIFICATION,70,BRIGHT & HOMELY COTTON STRING 150M,"SOL 6x Cotton String Balls 150m - Kitchen Twine for Meat, Gift Wrapping & Butchers String - Durable White Macrame Cord for Cooking, Parcel Tying, DIY Projects & Crafts",5050796011488,-,B0BSPH8DXB,GBP 0.88,GBP 6.99,GBP 1.26,98.5%,50,1:1 Match,GBP 1.26,Anchor=150m,Confirm brand/pack/variant (1–2 details),NEEDS VERIFICATION (count=429)
338,NEEDS VERIFICATION,85,ADORN HEAVY DUTY SOURING PADS 4PCE,Scouring Pads Heavy Duty Scourer Pad Green Scourers Non Scratch Abrasive Reusable Household Washing Up Dish Scrubber Sponges For Cleaning Kitchen Utensils Dishes Pots Pan Sink Scrub (Pack of 10),6923456817685,-,B0D1R31RPL,GBP 0.67,GBP 5.66,GBP 0.26,23.1%,600,Pack mismatch 1->2.50 (need 3 units),GBP -0.75,-,Verify product identity/variant/pack on Amazon listing,NEEDS VERIFICATION (count=429)
339,NEEDS VERIFICATION,70,CHRISTMAS GIFT BAG PK3 BURGANDY JOY,"Christmas Burgundy Gift Bags Medium for Present,6Pcs Wine Red Birthday Gift Bag with Tissue Paper Gift Card,Paper Party Bag with Handle for Girls Women Bridesmaid Wedding Thank You Christmas Party",5015302170967,-,B0FJQXX4NS,GBP 1.75,GBP 9.99,GBP 2.66,132.2%,50,Pack mismatch 1->2.00 (need 2 units),GBP 0.90,-,Verify unit-count/pack on Amazon listing,NEEDS VERIFICATION (count=429)
340,HIGHLY LIKELY - AUDITED OUT,85,PYREX CLASSIC CASSEROLE 1.3LTR,Pyrex Essentials Glass Round Casserole Dish with Lid 1.0L Transparent (Pack of 2),3426470261524,-,B08KWGQGK6,GBP 5.71,GBP 16.12,GBP 3.70,69.6%,50,Pack mismatch 1->2.00 (need 2 units),GBP -2.01,-,-,HIGHLY LIKELY - AUDITED OUT / EXCLUDED (count=57)
341,NEEDS VERIFICATION,70,WICKER BASKET ROUND 25CM,"Hand-Woven Basket, Wicker Basket, Food Serving Bowl Woven for Bread, Fruit, Vegetable Storage, Gift Baskets 25 x 8cm",6923456818989,4894923711916,B0C7G81T1Q,GBP 1.94,GBP 9.49,GBP 0.96,44.2%,200,1:1 (1x1 vs 25x8),GBP 0.96,-,EAN mismatch (verify which barcode/variant applies),NEEDS VERIFICATION (count=429)
342,HIGHLY LIKELY - AUDITED OUT,90,KILROCK DAMP CLEAR REFILL POUCH 1KG (2x500g),Kilrock Damp Clear Moisture Trap Refill - Pack of 5 x 500 grams,5014353089983,-,B00QM9CG7I,GBP 2.89,GBP 8.85,GBP 0.90,30.4%,400,Pack mismatch: 2x500g vs 5x500g (RSU=2.5),GBP -3.44,Brand match (KILROCK); size=500g,RSU=2.5 makes Adjusted Profit <= 0,HIGHLY LIKELY - AUDITED OUT / EXCLUDED (count=57)
343,HIGHLY LIKELY - AUDITED OUT,95,KILROCK MOULD & MILDEW REMOVER BRUSH ON GEL 250ML(SOLD EACH),Kilrock Mould Remover Brush-On Gel 2 x 250ml,5014353089174,5060591430056,B08MGX9WRF,GBP 2.76,GBP 8.42,GBP 0.43,15.0%,200,Amazon is 2-pack; supplier is sold each (RSU=2),GBP -2.33,Brand match (KILROCK); size=250ml,RSU=2 makes Adjusted Profit <= 0,HIGHLY LIKELY - AUDITED OUT / EXCLUDED (count=57)
344,NEEDS VERIFICATION,70,RAPIDE NANO TAPE 30MM X 1M,"Scotch Universal Gel Tape, 30mm x 3m - Double-Sided for Multi-purpose & Heavy Duty Applications, Removable Nano Mounting Tape, Clear, Water-Resistant, Holds up to 9 kg",5055319521895,068060267023,B0FDBBC1KW,GBP 1.21,GBP 6.79,GBP 0.80,51.4%,200,1:1 Match,GBP 0.80,Anchor=30mm,EAN conflict - verify barcode/variant/pack,NEEDS VERIFICATION (count=429)
345,NEEDS VERIFICATION,70,LIGHT UP STAR WAND WITH BALL,The Glowhouse Light Up LED Premium Flashing Star Wand,5037241271376,5060622242153,B06XS7NMKJ,GBP 2.27,GBP 9.99,GBP 1.28,52.7%,100,1:1 Match,GBP 1.28,-,EAN mismatch (verify which barcode/variant applies),NEEDS VERIFICATION (count=429)
346,HIGHLY LIKELY - AUDITED OUT,90,LITTLE TREES CAR FRESHENER ORANGE JUICE,Little Trees Air Freshener Tree LTZ084 Orange Juice Fragrance For Car Home Boat Caravan - Triple Pack,7612720201457,5015926091990,B08DRRKWKQ,GBP 1.12,GBP 4.98,GBP 0.45,30.6%,50,Amazon is triple pack; supplier appears single (RSU=3),GBP -1.79,Brand match (LITTLE TREES); unique anchor LTZ084; scent=Orange Juice,RSU=3 makes Adjusted Profit <= 0,HIGHLY LIKELY - AUDITED OUT / EXCLUDED (count=57)
347,NEEDS VERIFICATION,70,EXTRA SELECT FISH FOOD BLEND BUCKET 5L,"Extra Select Complete Fish Food Blend Tub, 5 Litre",5022245006710,-,B00X5D4SE8,GBP 6.71,GBP 14.49,GBP 1.71,27.9%,50,1:1 Match,GBP 1.71,-,Verify product identity/variant on Amazon listing,NEEDS VERIFICATION (count=429)
348,NEEDS VERIFICATION,70,CASA & CASA WIRE COATED DISH RACK LARGE ALMOND,simplywire - Dish Drainer - Anti Rust Drying Rack - Cutlery Basket - White Plastic Coated Steel,5056295707938,-,B0796XMC2M,GBP 9.61,GBP 17.99,GBP 1.77,20.7%,50,1:1 Match,GBP 1.77,-,Verify product identity/variant on Amazon listing,NEEDS VERIFICATION (count=429)
349,HIGHLY LIKELY - AUDITED OUT,85,PORCELAIN FLOWERPOT ASSORTED,Nicola Spring Patterned Plant Pots - Assorted - 3 Pack - 14cm Porcelain Indoor Ceramic Planter with Drainage Holes Outdoor Garden Flower Pots for House & Garden Flowers,8721037008327,5055512090327,B071VNQFKV,GBP 3.96,GBP 15.99,GBP 5.07,131.6%,50,Pack mismatch 1->3.00 (need 3 units),GBP -2.85,-,-,HIGHLY LIKELY - AUDITED OUT / EXCLUDED (count=57)
350,NEEDS VERIFICATION,70,PPS 2PLY 30 NAPKINS BLUE 40X40CM eta,"Paper Serviettes Soft Napkins 40x40cm 2PLY BulkySoft Solid Colours Choose Colours (Dark Blue, 100)",5030481990519,619660485616,B082B6M4RS,GBP 1.14,GBP 7.95,GBP 1.02,68.3%,100,1:1 (40x40 vs 40x40),GBP 1.02,Anchor=40x40cm; Shared tokens=4,EAN conflict - verify barcode/variant/pack,NEEDS VERIFICATION (count=429)
351,NEEDS VERIFICATION,70,MASTER COOK CASSEROLE NON-STICK 32CM,"Non Stick Cooking Pots with Glass Lid - 9.5 Quart Induction Hob Stock Pot - Kitchen Deep Casserole Cookware - 32cm, Cream - by Nuovva",5092221861480,5060913008437,B0FF4SY6WQ,GBP 20.15,GBP 36.99,GBP 1.82,10.5%,50,1:1 Match,GBP 1.82,Anchor=32cm; Shared tokens=4,EAN conflict - verify barcode/variant/pack,NEEDS VERIFICATION (count=429)
352,NEEDS VERIFICATION,70,LADIES GLOVES 3M BLACK,GM Apparel Ladies 3M Thinsulate Gloves / Thermal Knitted Gloves / Extra Warm & Lightweight Outdoor Winter Ski for Women,5060605732589,-,B0FTSJQ8P3,GBP 3.31,GBP 7.99,GBP 1.28,38.6%,100,1:1 Match,GBP 1.28,-,Verify product identity/variant on Amazon listing,NEEDS VERIFICATION (count=429)
353,NEEDS VERIFICATION,85,BETTINA 3 DISHCLOTHS STRIPED MICROBIBRE,TowelogyÂ® 5 Pack Cotton Dish Cloths Waffle Weave White Super Absorbent LINT FREE QUICK DRY Striped Kitchen Tea Towels Dishcloths for Washing Up Machine Washable 35x40cm (White Green/Yellow Stripes),5052578047005,5060727882889,B088K9ZNSX,GBP 0.85,GBP 5.89,GBP 1.42,112.6%,600,Pack mismatch 1->5.00 (need 5 units),GBP -1.99,-,Verify product identity/variant/pack on Amazon listing,NEEDS VERIFICATION (count=429)
354,NEEDS VERIFICATION,85,WORLD OF PETS CAT BELL/CATNIP,"Candy Feather Bell Cat Toys,Indoor Cat Toys 4-Pack with Feathers Jingle Toy Kitten Play Kick Bite Chew Interactive Boredom Toy",5015302207113,-,B0FF9W9WR7,GBP 1.01,GBP 6.99,GBP 0.96,69.4%,700,Pack mismatch 1->4.00 (need 4 units),GBP -2.06,-,Verify product identity/variant/pack on Amazon listing,NEEDS VERIFICATION (count=429)
355,NEEDS VERIFICATION,70,SEWING MACHINE OIL 30ML,"Pure Silicone Oil 30ml - For Acrylic Paint Pouring, Treadmills, Sewing Machines, 3D Printers, Fishing Reels & More - Non-Toxic, Odourless, Long-Lasting Lubricant",5056239435057,-,B0FLVVC8L2,GBP 1.21,GBP 6.99,GBP 0.98,63.1%,100,1:1 Match,GBP 0.98,Anchor=30ml,Confirm brand/pack/variant (1–2 details),NEEDS VERIFICATION (count=429)
356,NEEDS VERIFICATION,70,COLANDER STAINLESS STEEL 22CM,"Stainless Steel Colander 22cm, Herogo Metal Kitchen Colanders with Handle, Micro-Perforated Strainer for Clean and Drain Vegetable/Fruit/Pasta/Rice, 3 Quart, Easy use & Dishwasher Safe",8720573840163,-,B09SHKQTSZ,GBP 3.12,GBP 10.99,GBP 1.22,38.7%,100,1:1 Match,GBP 1.22,Anchor=22cm; Shared tokens=4,Confirm brand/pack/variant (1–2 details),NEEDS VERIFICATION (count=429)
357,NEEDS VERIFICATION,70,WHITE MUG,Cricut Blank Mugs White 355ml (12oz) 2 x Infusible Ink Sublimation Mugs for use Mug Press Infusible Ink 2007821,5056175910946,-,B08TT7N52X,GBP 1.21,GBP 6.49,GBP 0.63,40.4%,200,1:1 Match,GBP 0.63,-,Verify product identity/variant on Amazon listing,NEEDS VERIFICATION (count=429)
358,HIGHLY LIKELY - AUDITED OUT,85,MUNCH N CRUNCH CHICKEN & LIVER TRAINING TREATS 60g,"Pet Munchies Liver and Chicken Dog Training Treats, Grain Free Tasty Bites with Natural Real Meat, Low in Fat and High in Protein 50g (Pack of 8)",5053249257402,5060183830653,B00IG7QJZO,GBP 1.27,GBP 12.85,GBP 3.97,246.5%,200,Pack mismatch 1->8.00 (need 8 units),GBP -4.94,-,-,HIGHLY LIKELY - AUDITED OUT / EXCLUDED (count=57)
359,NEEDS VERIFICATION,70,DEKTON CUTTING DISC METAL 115MM,(10PK) 115mm Metal Cutting Discs - Stainless Steel Mild Steel Iron Ultra Thin Profile Slitting Discs Fast and Clean Cutting,5055441431215,-,B00LX4J6KW,GBP 0.60,GBP 5.27,GBP 0.78,74.4%,100,1:1 Match,GBP 0.78,Anchor=115mm,Confirm brand/pack/variant (1–2 details),NEEDS VERIFICATION (count=429)
360,NEEDS VERIFICATION,70,MONEY TIN BOX ASST LARGE,"KAV Jumbo Large Money Tin Box (22 CM) - Multicoluor Coin Bank, Ideal Money Saving Jar for Adults & Kids, Perfect for Rainy Day Savings, Sealed to Prevent Dipping, British Banknote Design",5051743109135,-,B08RC6RTDS,GBP 1.81,GBP 7.99,GBP 1.19,57.7%,50,1:1 Match,GBP 1.19,-,Verify product identity/variant on Amazon listing,NEEDS VERIFICATION (count=429)
361,NEEDS VERIFICATION,70,MEMORIAL GRAVE FLOWER VASE WITH STAKE,Black Graveside Memorial Spiked Flower Vase - In Loving Memory,5050565833143,5017224926998,B093HHQ7HB,GBP 0.88,GBP 7.23,GBP 0.99,77.7%,50,1:1 Match,GBP 0.99,-,EAN mismatch (verify which barcode/variant applies),NEEDS VERIFICATION (count=429)
362,NEEDS VERIFICATION,70,UNSCENTED PILLAR CANDLE 20CM,"Ivory Unscented Pillar Candles 7.5cm x 15cm (2.75"" x 6"") Rustic Smokeless Candles Long Burn Time 65 hrs Elegant Non-Drip Pillar Candles for Weddings Restaurant Home Decoration Spa Church (2 pcs)",5050565741981,-,B0CNTQGWRF,GBP 3.54,GBP 15.89,GBP 4.11,117.4%,50,Pack mismatch 1->2.00 (need 2 units),GBP 0.57,-,Verify unit-count/pack on Amazon listing,NEEDS VERIFICATION (count=429)
363,NEEDS VERIFICATION,70,STATUS UK VISITOR TRAVEL ADAPTER,"Status India to UK Power Adaptor, India to UK Travel Adapter for Visitors, White, Pack of 1 (INDIATOUKTAB112)",5022822159914,5022822223172,B0F44SLX44,GBP 1.21,GBP 7.49,GBP 1.06,68.1%,50,1:1 Match,GBP 1.06,-,EAN mismatch (verify which barcode/variant applies),NEEDS VERIFICATION (count=429)
364,HIGHLY LIKELY - AUDITED OUT,85,PAN AROMA POTPOURRI ASSORTED,Pan Aroma Set Of 4 Pot Pourri Fragrance - Berries Fluffy Towels Vanilla Coconut Lavender,5053249226552,5056291620842,B08GG7YYSQ,GBP 1.30,GBP 8.88,GBP 0.85,52.1%,200,Pack mismatch 1->4.00 (need 4 units),GBP -3.04,-,-,HIGHLY LIKELY - AUDITED OUT / EXCLUDED (count=57)
365,HIGHLY LIKELY - AUDITED OUT,90,PAN AROMA POTPOURRI ASSORTED 180G,Pan Aroma Set Of 4 Pot Pourri Fragrance,5053249269016,5056291620842,B08GG7YYSQ,GBP 1.30,GBP 8.88,GBP 0.85,52.1%,200,Amazon is 4-pack; supplier appears single (RSU=4),GBP -3.05,Brand match (PAN AROMA),RSU=4 makes Adjusted Profit <= 0,HIGHLY LIKELY - AUDITED OUT / EXCLUDED (count=57)
366,NEEDS VERIFICATION,70,WORLD OF PETS CAT TOY MOUSE TEASER,"Cat Teaser Pet Kitten Toy - Bell, Stick, Feather, Ball & Mice - Interactive Play Toy",5052516100557,8584570462083,B01DVJJTDU,GBP 1.01,GBP 7.99,GBP 0.97,69.7%,50,1:1 Match,GBP 0.97,-,EAN mismatch (verify which barcode/variant applies),NEEDS VERIFICATION (count=429)
367,NEEDS VERIFICATION,70,MENS WATERPROOF TURN UP HAT ASSORTED,RockJock STORMACTIVE Mens Waterproof Windproof Classic Warm Beanie Hat,5060605733418,5055928637062,B08F5GHC9P,GBP 2.27,GBP 7.99,GBP 1.16,47.5%,50,1:1 Match,GBP 1.16,-,EAN mismatch (verify which barcode/variant applies),NEEDS VERIFICATION (count=429)
368,NEEDS VERIFICATION,70,BIRDBRAND CLEAR LAMP OIL 1LT,Smokeless and Odourless Premium Dutch Lamp Oil with Intergrated Easy Pour Funnel - Clear Candle Oil - 1 Litre Bottle. Spill- Free Design Bottle.,5016679234870,-,B0DNZHRHMP,GBP 4.24,GBP 10.95,GBP 1.27,31.0%,50,1:1 Match,GBP 1.27,-,Verify product identity/variant on Amazon listing,NEEDS VERIFICATION (count=429)
369,NEEDS VERIFICATION,85,RATTAN PLASTIC BASKET SQUARE ASSORTED,"Curver My Style Storage Baskets, Stackable & Durable, 4 Litres Each, Cream (Set of 4)",6943723581262,-,B095PSY35H,GBP 1.21,GBP 9.00,GBP 2.41,154.5%,300,Pack mismatch 1->4.00 (need 4 units),GBP -1.22,-,Verify product identity/variant/pack on Amazon listing,NEEDS VERIFICATION (count=429)
370,NEEDS VERIFICATION,70,BRIGHT & HOMELY WINDOW STICKER FLY TRAPS 4 PACK,"16PCS Window Fly Traps, Sunflower Style Window Fly Stickers, Fruit Fly Trap Insect Flies Wasp Pest Killer - 4 Packs x 4 Traps Each Package",5050796010900,682141948870,B07PMVR4CD,GBP 0.81,GBP 6.99,GBP 2.05,168.0%,100,Pack mismatch 1->4.00 (need 4 units),GBP -0.37,-,"EAN mismatch (verify which barcode/variant applies); Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
